date,visitStartTime,trafficSource,city,state,userID
2020-04-11,15:13:59,MocoSpace.com,Stamford,Connecticut,ctuffield1q
2020-04-11,4:09:40,google.com,Lubbock,Texas,adeblasi1r
2020-04-11,3:05:45,Ravelry.com,Denver,Colorado,emulcock1s
2020-04-11,14:38:22,google.com,Bakersfield,California,istear1t
2020-04-11,3:28:35,Ravelry.com,Silver Spring,Maryland,tchilcotte1u
2020-04-11,18:20:28,facebook.com,Peoria,Illinois,sfleischmann1v
2020-04-11,0:34:19,Ravelry.com,El Paso,Texas,wpadberry1w
2020-04-11,18:12:57,google.com,New York City,New York,hquoit1x
2020-04-11,9:16:57,facebook.com,Knoxville,Tennessee,krockell1y
2020-04-11,15:07:56,MocoSpace.com,Fresno,California,adionisetto1z
2020-04-11,6:44:54,Ravelry.com,Aurora,Colorado,kgainsbury20
2020-04-11,3:16:18,google.com,Virginia Beach,Virginia,wide21
2020-04-11,0:22:39,Ravelry.com,Boise,Idaho,btoten22
2020-04-11,18:11:54,facebook.com,Maple Plain,Minnesota,lhowgill23
2020-04-11,22:13:04,youtube.com,Omaha,Nebraska,cfewlass24
2020-04-11,17:18:20,Ravelry.com,Hicksville,New York,lales25
2020-04-11,11:06:27,twitter.com,Orange,California,acruickshanks26
2020-04-11,3:55:08,youtube.com,Salt Lake City,Utah,caberkirdo27
2020-04-11,16:17:20,twitter.com,Dayton,Ohio,ehiddsley28
2020-04-11,11:33:20,google.com,Champaign,Illinois,ssteade29
2020-04-11,22:47:39,MocoSpace.com,Anchorage,Alaska,mhammer2a
2020-04-11,13:00:59,Ravelry.com,Akron,Ohio,spallister2b
2020-04-11,8:57:38,facebook.com,Kansas City,Missouri,kbrownscombe2c
2020-04-11,19:38:43,twitter.com,Detroit,Michigan,bmcdavitt2d
2020-04-11,15:26:00,youtube.com,Spokane,Washington,sabramino2e
2020-04-11,1:49:53,google.com,Denton,Texas,mthaller2f
2020-04-11,10:32:16,twitter.com,Jacksonville,Florida,rimlaw2g
2020-04-11,12:18:31,MocoSpace.com,Louisville,Kentucky,mdelabarre2h
2020-04-11,7:59:06,MocoSpace.com,El Paso,Texas,rgoldsberry2i
2020-04-11,0:30:10,youtube.com,Fort Wayne,Indiana,etourot2j
2020-04-11,10:20:37,Ravelry.com,Tulsa,Oklahoma,egerrens2k
2020-04-11,5:02:14,facebook.com,North Little Rock,Arkansas,kcoggins2l
2020-04-11,4:36:09,youtube.com,Atlanta,Georgia,lwhitters2m
2020-04-11,22:39:02,youtube.com,Topeka,Kansas,vorgel2n
2020-04-11,6:42:43,MocoSpace.com,El Paso,Texas,ckondratenya2o
2020-04-11,0:34:21,MocoSpace.com,Springfield,Illinois,dfilewood2p
2020-04-11,4:36:31,MocoSpace.com,Ventura,California,lcaruth2q
2020-04-11,12:36:36,facebook.com,Houston,Texas,epluvier2r
2020-04-11,22:40:23,youtube.com,Austin,Texas,lbiles2s
2020-04-11,6:24:55,youtube.com,Frederick,Maryland,bfulton2t
2020-04-11,1:30:52,MocoSpace.com,Washington,District of Columbia,yelden2u
2020-04-11,21:34:55,Ravelry.com,Vero Beach,Florida,rcaines2v
2020-04-11,13:17:37,twitter.com,Redwood City,California,cmannion2w
2020-04-11,11:00:15,MocoSpace.com,Cincinnati,Ohio,emaginn2x
2020-04-11,8:24:06,twitter.com,Mansfield,Ohio,bthormann2y
2020-04-11,15:10:07,facebook.com,Iowa City,Iowa,edearle2z
2020-04-11,13:23:58,MocoSpace.com,Amarillo,Texas,vrobion30
2020-04-11,8:11:14,Ravelry.com,Nashville,Tennessee,lmarjoribanks31
2020-04-11,21:29:51,MocoSpace.com,San Antonio,Texas,stheakston32
2020-04-11,21:10:55,youtube.com,Madison,Wisconsin,aellsworthe33
2020-04-11,16:43:00,google.com,Las Cruces,New Mexico,wlowmass34
2020-04-11,16:44:04,youtube.com,Fort Lauderdale,Florida,bbraganca35
2020-04-11,16:25:05,Ravelry.com,Huntington,West Virginia,nmccreery36
2020-04-11,6:55:09,facebook.com,Washington,District of Columbia,asoane37
2020-04-11,10:09:36,facebook.com,San Francisco,California,shayselden38
2020-04-11,1:09:28,google.com,Pittsburgh,Pennsylvania,gilymanov39
2020-04-11,14:39:57,google.com,Bakersfield,California,cblowers3a
2020-04-11,10:45:40,youtube.com,Lexington,Kentucky,epetrasch3b
2020-04-11,1:01:00,facebook.com,Indianapolis,Indiana,rjagg3c
2020-04-11,23:02:39,MocoSpace.com,El Paso,Texas,poverington3d
2020-04-11,0:16:12,MocoSpace.com,New York City,New York,bboog3e
2020-04-11,10:20:14,twitter.com,Washington,District of Columbia,uwaterworth3f
2020-04-11,16:51:17,youtube.com,New Hyde Park,New York,meckart3g
2020-04-11,22:26:49,MocoSpace.com,Chico,California,amoralee3h
2020-04-11,4:25:15,youtube.com,Washington,District of Columbia,chaibel3i
2020-04-11,21:47:01,facebook.com,Panama City,Florida,abellhanger3j
2020-04-11,14:28:36,facebook.com,Tulsa,Oklahoma,afaire3k
2020-04-11,11:38:11,twitter.com,Flushing,New York,mpritchitt3l
2020-04-11,14:52:17,Ravelry.com,Spokane,Washington,lswin3m
2020-04-11,15:29:04,twitter.com,Arlington,Virginia,sbullerwell3n
2020-04-11,20:02:37,Ravelry.com,Sandy,Utah,ckewish3o
2020-04-11,19:14:34,Ravelry.com,Milwaukee,Wisconsin,bferrario3p
2020-04-11,6:50:49,facebook.com,Charlotte,North Carolina,rbrixham3q
2020-04-11,11:59:06,facebook.com,Boulder,Colorado,sludwikiewicz3r
2020-04-11,21:09:54,MocoSpace.com,San Diego,California,tcode3s
2020-04-11,17:51:01,twitter.com,Homestead,Florida,qroylance3t
2020-04-11,4:09:46,MocoSpace.com,Kansas City,Missouri,ereach3u
2020-04-11,19:38:47,twitter.com,Salt Lake City,Utah,abortolotti3v
2020-04-11,8:09:54,youtube.com,Salt Lake City,Utah,bshelmardine3w
2020-04-11,22:23:45,MocoSpace.com,New Orleans,Louisiana,snoddings3x
2020-04-11,23:11:07,facebook.com,Montpelier,Vermont,cgianinotti3y
2020-04-11,6:51:08,google.com,San Francisco,California,rsodo3z
2020-04-11,9:43:19,facebook.com,Philadelphia,Pennsylvania,dseagrove40
2020-04-11,11:49:55,youtube.com,Kansas City,Missouri,ldargie41
2020-04-11,1:43:52,Ravelry.com,Philadelphia,Pennsylvania,ljan42
2020-04-11,10:51:41,youtube.com,Baltimore,Maryland,rmoughtin43
2020-04-11,0:55:01,youtube.com,Washington,District of Columbia,flocksley44
2020-04-11,18:42:09,facebook.com,Virginia Beach,Virginia,cgleeson45
2020-04-11,14:54:09,google.com,Atlanta,Georgia,lsyfax46
2020-04-11,13:19:18,MocoSpace.com,Philadelphia,Pennsylvania,jbarnicott47
2020-04-11,7:51:01,Ravelry.com,Jamaica,New York,mdymott48
2020-04-11,21:16:43,Ravelry.com,Washington,District of Columbia,lwein49
2020-04-11,7:43:02,youtube.com,Tampa,Florida,bbalmer4a
2020-04-11,17:48:34,facebook.com,Metairie,Louisiana,dwoolston4b
2020-04-11,16:50:32,MocoSpace.com,Wilkes Barre,Pennsylvania,mhalloran4c
2020-04-11,15:01:06,MocoSpace.com,Savannah,Georgia,wumpleby4d
2020-04-11,12:11:23,youtube.com,Saint Louis,Missouri,lrock4e
2020-04-11,23:52:09,Ravelry.com,Norwalk,Connecticut,dgadesby4f
2020-04-11,5:00:14,youtube.com,Orlando,Florida,dlynas4g
2020-04-11,5:22:25,google.com,Naples,Florida,rfawke4h
2020-04-11,7:25:22,youtube.com,Hicksville,New York,mslocum4i
2020-04-11,0:54:06,google.com,Charleston,West Virginia,lpask4j
2020-04-11,20:16:20,facebook.com,Tyler,Texas,msaintpierre4k
2020-04-11,0:11:45,youtube.com,Pensacola,Florida,gblance4l
2020-04-11,10:18:34,google.com,High Point,North Carolina,eudy4m
2020-04-11,5:37:43,Ravelry.com,Charleston,West Virginia,lreisen4n
2020-04-11,6:34:16,google.com,Irving,Texas,vhoffman4o
2020-04-11,11:39:41,youtube.com,Palm Bay,Florida,cputterill4p
2020-04-11,9:49:40,MocoSpace.com,Akron,Ohio,egorelli4q
2020-04-11,23:18:37,twitter.com,Charlotte,North Carolina,ddoyley4r
2020-04-11,12:45:47,twitter.com,Scottsdale,Arizona,lduckett4s
2020-04-11,4:57:42,Ravelry.com,Los Angeles,California,pcuxson4t
2020-04-11,21:22:58,google.com,Shawnee Mission,Kansas,nbrenneke4u
2020-04-11,5:56:31,Ravelry.com,Las Vegas,Nevada,cantoniewicz4v
2020-04-11,17:11:01,MocoSpace.com,Mount Vernon,New York,vtrenbey4w
2020-04-11,4:06:46,facebook.com,Indianapolis,Indiana,cvotier4x
2020-04-11,5:03:23,youtube.com,Vienna,Virginia,acarnegie4y
2020-04-11,19:17:52,google.com,Pensacola,Florida,thalsey4z
2020-04-11,20:03:03,Ravelry.com,Albany,New York,umeasham50
2020-04-11,19:30:28,google.com,Columbia,South Carolina,cboulton51
2020-04-11,11:35:29,google.com,Stockton,California,sbrabon52
2020-04-11,22:09:49,Ravelry.com,Sunnyvale,California,vsacker53
2020-04-11,23:20:42,MocoSpace.com,Springfield,Massachusetts,awykes54
2020-04-11,0:18:26,MocoSpace.com,Springfield,Illinois,bstaziker55
2020-04-11,6:42:48,facebook.com,Los Angeles,California,mrush56
2020-04-11,11:50:22,facebook.com,Saint Paul,Minnesota,sboggers57
2020-04-11,16:44:22,facebook.com,London,Kentucky,pliveley58
2020-04-11,6:33:21,youtube.com,Glendale,California,mhardwich59
2020-04-11,0:15:49,MocoSpace.com,Ventura,California,pambrogelli5a
2020-04-11,16:09:57,google.com,Saint Louis,Missouri,gllewelly5b
2020-04-11,6:26:38,MocoSpace.com,Arlington,Texas,cneilson5c
2020-04-11,6:24:43,youtube.com,Alhambra,California,lmaccolgan5d
2020-04-11,8:09:50,facebook.com,Philadelphia,Pennsylvania,nburk5e
2020-04-11,7:11:20,google.com,Evansville,Indiana,bchessun5f
2020-04-11,21:46:28,Ravelry.com,Salt Lake City,Utah,dbrookshaw5g
2020-04-11,4:43:21,facebook.com,Wichita,Kansas,jjedrysik5h
2020-04-11,20:19:32,twitter.com,Simi Valley,California,alutty5i
2020-04-11,5:03:07,facebook.com,Spokane,Washington,dormonde5j
2020-04-11,22:24:10,youtube.com,Lake Worth,Florida,sbanat5k
2020-04-11,14:09:54,youtube.com,Los Angeles,California,pbrinklow5l
2020-04-11,1:03:32,facebook.com,Nashville,Tennessee,mebbing5m
2020-04-11,0:27:16,facebook.com,Salt Lake City,Utah,aheart5n
2020-04-11,8:10:15,google.com,Dallas,Texas,mkeady5o
2020-04-11,20:06:13,MocoSpace.com,Washington,District of Columbia,stricker5p
2020-04-11,4:50:03,google.com,Madison,Wisconsin,sroseveare5q
2020-04-11,17:27:33,Ravelry.com,Chicago,Illinois,cjouanet5r
2020-04-11,19:06:14,facebook.com,Syracuse,New York,abonifazio5s
2020-04-11,4:09:23,Ravelry.com,Dayton,Ohio,smiddle5t
2020-04-11,6:27:44,MocoSpace.com,Sparks,Nevada,ieatttok5u
2020-04-11,8:55:57,MocoSpace.com,Louisville,Kentucky,srosbottom5v
2020-04-11,18:38:52,MocoSpace.com,Boise,Idaho,mgwynne5w
2020-04-11,10:50:10,youtube.com,Indianapolis,Indiana,skoeppe5x
2020-04-11,10:10:01,twitter.com,Nashville,Tennessee,dcaldecot5y
2020-04-11,14:23:23,twitter.com,Corpus Christi,Texas,rsmallcomb5z
2020-04-11,20:14:41,MocoSpace.com,Raleigh,North Carolina,csandercock60
2020-04-11,10:56:38,twitter.com,Port Charlotte,Florida,klye61
2020-04-11,8:08:21,google.com,Spokane,Washington,bbaudain62
2020-04-11,3:45:00,MocoSpace.com,Washington,District of Columbia,mfarlambe63
2020-04-11,9:32:37,MocoSpace.com,Norfolk,Virginia,ccokly64
2020-04-11,7:26:00,youtube.com,Houston,Texas,bbrandoni65
2020-04-11,3:03:44,twitter.com,Staten Island,New York,klucian66
2020-04-11,7:07:21,Ravelry.com,Elmira,New York,rpickaver67
2020-04-11,7:20:41,google.com,Los Angeles,California,fvandijk68
2020-04-11,13:49:51,youtube.com,Boston,Massachusetts,hciobotaru69
2020-04-11,12:48:53,youtube.com,Miami,Florida,mdundendale6a
2020-04-11,0:27:13,youtube.com,San Antonio,Texas,gbaskerville6b
2020-04-11,11:52:23,twitter.com,Atlanta,Georgia,hburgyn6c
2020-04-11,23:32:23,youtube.com,Champaign,Illinois,ekilby6d
2020-04-11,11:02:40,google.com,Hampton,Virginia,bjestico6e
2020-04-11,14:03:17,youtube.com,Louisville,Kentucky,ldebill6f
2020-04-11,10:27:04,twitter.com,Miami,Florida,lgonnin6g
2020-04-11,15:02:09,Ravelry.com,San Antonio,Texas,otoquet6h
2020-04-11,6:32:12,google.com,Miami,Florida,lbrownill6i
2020-04-11,9:22:51,MocoSpace.com,Boise,Idaho,aaronstein6j
2020-04-11,12:44:10,twitter.com,Birmingham,Alabama,ssuddick6k
2020-04-11,8:06:13,Ravelry.com,Knoxville,Tennessee,bnormanville6l
2020-04-11,2:58:02,google.com,Monticello,Minnesota,cgore6m
2020-04-11,18:09:20,facebook.com,Mesa,Arizona,acuffley6n
2020-04-11,19:54:16,facebook.com,San Jose,California,afranciskiewicz6o
2020-04-11,21:34:22,Ravelry.com,Helena,Montana,rwarin6p
2020-04-11,6:14:34,google.com,Birmingham,Alabama,tbrearty6q
2020-04-11,11:08:08,Ravelry.com,Milwaukee,Wisconsin,laiskrigg6r
2020-04-11,11:41:10,Ravelry.com,Chesapeake,Virginia,zfinkle6s
2020-04-11,12:54:36,google.com,Greenville,South Carolina,eastin6t
2020-04-11,15:02:22,MocoSpace.com,Lincoln,Nebraska,nleyshon6u
2020-04-11,12:47:18,twitter.com,Fort Worth,Texas,bbadrock6v
2020-04-11,10:57:43,google.com,Macon,Georgia,rstaterfield6w
2020-04-11,2:05:34,youtube.com,Philadelphia,Pennsylvania,gandrzejewski6x
2020-04-11,7:44:56,youtube.com,Paterson,New Jersey,broscrigg6y
2020-04-11,0:21:19,MocoSpace.com,Washington,District of Columbia,lesch6z
2020-04-11,4:31:48,twitter.com,Pensacola,Florida,fwoloschin70
2020-04-11,23:32:45,Ravelry.com,Rockville,Maryland,ccrisell71
2020-04-11,20:02:26,facebook.com,Fairfax,Virginia,lkoubu72
2020-04-11,7:08:52,MocoSpace.com,Buffalo,New York,nquirk73
2020-04-11,3:00:17,Ravelry.com,Ogden,Utah,bastman74
2020-04-11,19:33:05,facebook.com,Hartford,Connecticut,oriseam75
2020-04-11,22:12:19,youtube.com,Anchorage,Alaska,mmuro76
2020-04-11,4:39:46,twitter.com,Sacramento,California,zborland77
2020-04-11,8:29:19,Ravelry.com,Columbus,Ohio,ahazeldean78
2020-04-11,14:59:29,MocoSpace.com,Round Rock,Texas,zkeele79
2020-04-11,7:30:41,youtube.com,Austin,Texas,sfahy7a
2020-04-11,17:04:09,google.com,Chicago,Illinois,frudloff7b
2020-04-11,22:27:23,Ravelry.com,Mesquite,Texas,agriffey7c
2020-04-11,2:48:14,twitter.com,Nashville,Tennessee,dsparling7d
2020-04-11,2:05:59,facebook.com,Seattle,Washington,yjesson7e
2020-04-11,19:27:49,facebook.com,Atlanta,Georgia,gbesant7f
2020-04-11,16:42:19,youtube.com,Wilkes Barre,Pennsylvania,rdurkin7g
2020-04-11,21:37:23,Ravelry.com,Colorado Springs,Colorado,mcromblehome7h
2020-04-11,7:25:14,MocoSpace.com,Fresno,California,tpossel7i
2020-04-11,7:32:50,google.com,Lincoln,Nebraska,chadcock7j
2020-04-11,14:45:06,MocoSpace.com,Mobile,Alabama,amann7k
2020-04-11,16:53:29,youtube.com,Milwaukee,Wisconsin,jpeekevout7l
2020-04-11,3:35:34,twitter.com,Saint Paul,Minnesota,gfayerbrother7m
2020-04-11,15:54:29,twitter.com,Charlotte,North Carolina,mvarlow7n
2020-04-11,18:39:35,MocoSpace.com,Orange,California,nlerego7o
2020-04-11,1:51:53,Ravelry.com,Vero Beach,Florida,ngehrels7p
2020-04-11,4:56:58,youtube.com,Hagerstown,Maryland,estoneley7q
2020-04-11,20:12:24,twitter.com,Youngstown,Ohio,bgadson7r
2020-04-11,23:21:52,twitter.com,Monroe,Louisiana,jfreke7s
2020-04-11,22:27:08,facebook.com,San Francisco,California,trenzo7t
2020-04-11,6:16:17,twitter.com,Abilene,Texas,gguiu7u
2020-04-11,0:32:36,twitter.com,Orlando,Florida,eswanborrow7v
2020-04-11,14:11:58,facebook.com,Roanoke,Virginia,bmundee7w
2020-04-11,22:05:47,facebook.com,Saint Paul,Minnesota,cmatzaitis7x
2020-04-11,14:46:11,facebook.com,Boise,Idaho,cbeardsell7y
2020-04-11,13:55:03,facebook.com,Houston,Texas,mgate7z
2020-04-11,19:37:32,youtube.com,Winston Salem,North Carolina,mzecchinii80
2020-04-11,23:50:21,Ravelry.com,Saint Petersburg,Florida,frodenhurst81
2020-04-11,11:03:07,MocoSpace.com,San Francisco,California,kvarlow82
2020-04-11,3:16:50,youtube.com,Honolulu,Hawaii,aiozefovich83
2020-04-11,13:18:23,Ravelry.com,Saint Louis,Missouri,ngrattage84
2020-04-11,19:53:58,twitter.com,Honolulu,Hawaii,croggeman85
2020-04-11,20:14:13,Ravelry.com,South Bend,Indiana,ccabrera86
2020-04-11,14:14:33,youtube.com,Austin,Texas,eratley87
2020-04-11,7:38:08,MocoSpace.com,Bethesda,Maryland,mmccall88
2020-04-11,19:35:32,MocoSpace.com,Dallas,Texas,ydrance89
2020-04-11,10:24:59,google.com,Shreveport,Louisiana,ntallboy8a
2020-04-11,1:04:37,MocoSpace.com,Lubbock,Texas,ekiss8b
2020-04-11,5:36:59,facebook.com,New York City,New York,ecupitt8c
2020-04-11,6:38:54,twitter.com,Vero Beach,Florida,aheilds8d
2020-04-11,14:52:31,twitter.com,Shawnee Mission,Kansas,srendall8e
2020-04-11,16:37:16,twitter.com,Flint,Michigan,gkeighley8f
2020-04-11,9:06:22,google.com,Fort Worth,Texas,ckrabbe8g
2020-04-11,13:11:07,google.com,Cumming,Georgia,efilochov8h
2020-04-11,18:20:32,MocoSpace.com,Los Angeles,California,krival8i
2020-04-11,21:36:56,google.com,Rockford,Illinois,cpruvost8j
2020-04-11,20:11:03,facebook.com,Tacoma,Washington,jashbolt8k
2020-04-11,15:57:55,youtube.com,New York City,New York,hcornew8l
2020-04-11,22:29:05,Ravelry.com,Spartanburg,South Carolina,egarrique8m
2020-04-11,6:09:44,MocoSpace.com,Monticello,Minnesota,ttezure8n
2020-04-11,2:28:21,youtube.com,San Francisco,California,nharrington8o
2020-04-11,3:41:02,facebook.com,Tulsa,Oklahoma,lchasier8p
2020-04-11,21:16:24,youtube.com,Miami,Florida,cdericot8q
2020-04-11,10:26:00,google.com,Evansville,Indiana,hengley8r
2020-04-11,20:37:59,facebook.com,Los Angeles,California,aglading8s
2020-04-11,2:52:36,twitter.com,Tucson,Arizona,mrillett8t
2020-04-11,11:26:59,youtube.com,Hartford,Connecticut,bwhittle8u
2020-04-11,12:54:09,twitter.com,Phoenix,Arizona,cthorndale8v
2020-04-11,21:46:58,MocoSpace.com,Zephyrhills,Florida,kdrewet8w
2020-04-11,13:38:44,youtube.com,El Paso,Texas,dknight8x
2020-04-11,5:05:41,youtube.com,Trenton,New Jersey,sziehm8y
2020-04-11,15:46:55,MocoSpace.com,San Antonio,Texas,dhanrott8z
2020-04-11,4:52:47,Ravelry.com,Lake Charles,Louisiana,hperkis90
2020-04-11,22:43:29,MocoSpace.com,Saint Louis,Missouri,mlegalle91
2020-04-11,5:19:02,Ravelry.com,Hagerstown,Maryland,ldengel92
2020-04-11,3:30:51,Ravelry.com,Orlando,Florida,qrowe93
2020-04-11,21:41:52,Ravelry.com,Nashville,Tennessee,tvaneeden94
2020-04-11,12:49:10,google.com,Dearborn,Michigan,elassey95
2020-04-11,12:57:12,Ravelry.com,Staten Island,New York,thardway96
2020-04-11,4:04:55,google.com,Indianapolis,Indiana,jraddin97
2020-04-11,17:40:38,Ravelry.com,Pinellas Park,Florida,pwolverson98
2020-04-11,1:22:56,twitter.com,Greenville,South Carolina,lmuccino99
2020-04-11,0:26:23,google.com,Escondido,California,phartill9a
2020-04-11,21:49:44,youtube.com,Saint Louis,Missouri,rchildren9b
2020-04-11,2:20:35,facebook.com,Saint Louis,Missouri,pderuel9c
2020-04-11,0:44:29,Ravelry.com,Wichita,Kansas,ealabaster9d
2020-04-11,10:24:56,MocoSpace.com,Minneapolis,Minnesota,ekristof9e
2020-04-11,21:22:45,twitter.com,Odessa,Texas,ccordeiro9f
2020-04-11,17:35:47,google.com,Phoenix,Arizona,mpiff9g
2020-04-11,10:49:08,youtube.com,Fort Worth,Texas,fbacks9h
2020-04-11,17:24:25,MocoSpace.com,Seattle,Washington,bfierro9i
2020-04-11,11:53:09,twitter.com,Washington,District of Columbia,cmatiashvili9j
2020-04-11,20:54:32,youtube.com,Jacksonville,Florida,kfolling9k
2020-04-11,5:44:02,google.com,Tacoma,Washington,gyankishin9l
2020-04-11,17:47:09,google.com,Memphis,Tennessee,tlehrmann9m
2020-04-11,10:44:09,twitter.com,Houston,Texas,vkuna9n
2020-04-11,14:53:14,MocoSpace.com,Fairfield,Connecticut,nsallnow9o
2020-04-11,23:14:09,MocoSpace.com,Melbourne,Florida,teustes9p
2020-04-11,18:18:06,Ravelry.com,Monroe,Louisiana,gdeighton9q
2020-04-11,5:50:15,facebook.com,Lehigh Acres,Florida,lomailey9r
2020-04-11,14:24:33,google.com,Oklahoma City,Oklahoma,twrathall9s
2020-04-11,21:21:58,google.com,Columbus,Georgia,fissard9t
2020-04-11,14:38:43,MocoSpace.com,Bronx,New York,dforsyth9u
2020-04-11,12:58:46,facebook.com,Nashville,Tennessee,gberic9v
2020-04-11,20:08:37,google.com,Camden,New Jersey,adulinty9w
2020-04-11,0:15:09,google.com,Saint Petersburg,Florida,jgrist9x
2020-04-11,17:43:36,twitter.com,San Diego,California,gstegel9y
2020-04-11,18:50:12,facebook.com,Sacramento,California,kwoolfall9z
2020-04-11,23:58:59,Ravelry.com,Kansas City,Missouri,rstuda0
2020-04-11,4:06:09,Ravelry.com,Evansville,Indiana,rmaccaghana1
2020-04-11,16:42:02,facebook.com,Baton Rouge,Louisiana,mpuddephatta2
2020-04-11,16:02:47,facebook.com,Saginaw,Michigan,tmarritta3
2020-04-11,16:52:08,youtube.com,Naples,Florida,gstollmana4
2020-04-11,18:13:11,facebook.com,Stamford,Connecticut,lruffa5
2020-04-11,11:39:56,Ravelry.com,Jackson,Mississippi,nrowcastlea6
2020-04-11,22:41:46,twitter.com,Lincoln,Nebraska,cperoa7
2020-04-11,6:17:49,youtube.com,Bronx,New York,aculkina8
2020-04-11,22:45:48,MocoSpace.com,Sacramento,California,ahodgesa9
2020-04-11,8:59:47,google.com,Washington,District of Columbia,abachmannaa
2020-04-11,2:13:22,MocoSpace.com,Springfield,Illinois,femmersonab
2020-04-11,23:50:43,google.com,Chicago,Illinois,lmanbyac
2020-04-11,14:57:26,Ravelry.com,Kansas City,Missouri,dkobpaad
