OrderID,ProductID,Quantity,UnitPrice
536378,4,1,3.75
536378,2,5,0.85
536378,8,1,1.65
536378,3,5,2.55
536378,7,2,2.55
536378,3,5,0.42
536378,6,3,0.55
536378,10,4,0.55
536378,4,5,0.55
536378,8,3,2.95
536378,5,1,1.25
536378,7,4,0.38
536378,7,1,1.95
536378,2,2,1.95
536380,10,3,1.45
536381,5,2,4.25
536381,3,1,4.95
536381,8,5,1.95
536381,6,5,2.1
536381,1,1,1.25
536381,9,1,1.25
536381,4,1,1.25
536381,9,5,1.25
536381,9,4,0.85
536381,5,2,2.55
536381,3,3,1.65
536381,6,1,1.69
536381,7,4,1.95
536381,8,4,2.1
536381,6,3,2.95
536381,3,4,2.95
536381,3,2,2.95
536381,8,2,2.95
536381,2,1,0.85
536381,3,2,1.25
536381,5,3,2.55
536381,1,5,0.85
536381,3,3,0.85
536381,3,5,1.45
536381,1,5,4.95
536381,6,3,2.95
536381,8,5,5.95
536381,1,4,5.95
536381,9,5,1.45
536381,3,4,2.95
536381,9,4,1.95
536381,8,3,1.65
536381,4,4,3.95
536381,3,3,1.06
536381,7,3,6.75
536382,9,1,0.85
536382,9,3,3.75
536382,8,2,1.65
536382,5,4,1.95
536382,6,5,2.1
536382,3,5,1.85
536382,9,3,2.95
536382,9,1,3.75
536382,1,2,5.95
536382,7,2,14.95
536382,6,3,14.95
536382,6,4,16.95
536384,10,4,6.45
536384,6,2,0.65
536384,1,5,1.65
536384,4,1,2.95
536384,10,3,2.95
536384,9,4,1.45
536384,6,5,2.55
536384,1,1,2.95
536384,6,1,12.75
536384,7,3,3.95
536384,4,4,5.95
536384,1,3,6.95
536384,4,4,10.95
536385,4,2,19.95
536385,4,4,1.45
536385,8,1,4.25
536385,1,2,1.95
536385,1,4,1.25
536385,3,3,8.5
536385,4,2,1.65
536386,6,3,4.95
536386,7,4,1.65
536386,3,5,1.65
536387,8,3,3.82
536387,9,2,3.37
536387,2,5,3.37
536387,5,5,1.45
536387,10,2,1.25
536388,9,1,5.95
536388,9,5,5.95
536388,10,4,7.95
536388,2,5,4.95
536388,4,1,4.25
536388,7,4,2.95
536388,7,4,1.65
536388,10,2,0.42
536388,5,1,0.85
536388,8,3,1.45
536388,3,3,0.85
536388,10,2,6.75
536388,1,2,1.65
536388,3,5,1.65
536389,5,4,8.5
536389,8,1,4.95
536389,1,4,1.25
536389,6,5,5.45
536389,2,1,6.35
536389,10,3,5.95
536389,9,2,5.95
536389,6,5,8.5
536389,3,1,3.75
536389,3,4,3.75
536389,6,1,8.5
536389,9,2,8.5
536389,10,4,1.65
536389,5,1,0.85
536390,2,2,8.5
536390,2,2,3.75
536390,8,4,1.45
536390,7,2,0.72
536390,6,5,0.72
536390,1,3,8.5
536390,8,1,0.64
536390,10,3,2.55
536390,10,1,0.1
536390,8,4,2.55
536390,4,4,0.72
536390,4,4,1.45
536390,10,4,4.25
536390,3,5,0.64
536390,1,4,0.64
536390,5,1,0.65
536390,9,3,0.32
536390,6,4,4.95
536390,5,1,4.25
536390,5,2,3.39
536390,5,4,3.75
536390,5,1,1.48
536390,5,5,1.25
536390,6,1,1.65
536392,7,2,1.95
536392,6,1,3.75
536392,9,4,1.25
536392,1,1,1.25
536392,3,5,165
536392,9,4,1.25
536392,5,4,1.25
536392,4,4,5.95
536392,1,2,1.69
536392,5,2,0.65
536393,10,2,9.95
536394,6,5,0.42
536394,3,4,1.85
536394,10,3,1.85
536394,4,4,1.85
536394,2,5,1.85
536394,5,4,4.95
536394,6,4,3.75
536394,2,1,1.25
536394,1,1,2.1
536394,2,4,2.55
536394,5,2,1.65
536395,4,3,3.95
536395,9,5,1.69
536395,3,4,0.55
536395,1,2,0.55
536395,1,5,0.55
536395,8,5,3.45
536395,3,1,2.1
536395,5,3,3.75
536395,5,2,3.75
536395,7,2,3.75
536395,8,3,3.75
536395,5,5,3.95
536395,7,3,2.1
536395,2,4,2.1
536396,1,4,2.55
536396,9,2,3.39
536396,7,3,2.75
536396,7,4,4.95
536396,5,5,4.95
536396,8,1,1.06
536396,6,4,1.06
536396,2,3,1.06
536396,8,3,1.06
536396,8,4,4.95
536396,7,4,6.95
536396,10,5,2.1
536396,9,1,2.55
536396,2,4,3.39
536396,2,5,3.39
536396,6,5,7.65
536396,4,3,35.75
536396,5,5,4.25
536397,10,5,4.65
536397,3,2,4.65
536398,5,1,0.29
536398,6,5,2.95
536398,8,4,6.75
536398,10,4,2.55
536398,10,4,8.5
536398,1,3,7.95
536398,7,5,2.1
536398,1,2,2.1
536398,8,1,2.1
536398,4,1,1.25
536398,5,3,1.65
536398,8,1,3.35
536398,1,5,3.95
536398,10,2,4.65
536398,3,5,4.95
536398,5,5,3.75
536398,10,5,4.95
536399,9,4,1.85
536399,4,5,1.85
536400,7,4,1.45
536401,4,5,2.55
536401,10,3,1.25
536401,1,1,1.25
536401,1,4,2.95
536401,4,2,3.35
536401,3,1,1.45
536401,1,5,1.25
536401,2,3,1.25
536401,1,4,1.65
536401,7,4,1.45
536401,3,1,1.25
536401,4,3,4.95
536401,8,5,3.75
536401,9,3,1.25
536401,6,2,9.95
536401,2,4,9.95
536401,5,2,5.95
536401,4,3,4.25
536401,9,4,4.95
536401,4,5,2.55
536401,10,3,2.95
536401,10,5,1.69
536401,9,3,7.95
536401,7,4,0.55
536401,8,1,0.55
536401,2,2,0.55
536401,6,2,2.95
536401,1,1,2.1
536401,3,1,2.1
536401,5,2,1.25
536401,7,5,0.85
536401,7,5,0.55
536401,8,2,2.95
536401,7,3,2.95
536401,2,5,1.25
536401,3,5,1.25
536401,6,2,1.25
536401,2,5,1.25
536401,6,2,1.65
536401,1,3,2.95
536401,8,4,2.95
536401,7,4,5.95
536401,6,4,1.25
536401,8,2,2.55
536401,2,2,0.85
536401,8,2,1.65
536401,2,1,2.95
536401,3,1,2.95
536401,2,3,5.95
536401,7,4,7.95
536401,8,5,1.65
536401,5,2,1.65
536401,7,3,1.65
536401,5,4,1.65
536401,10,5,2.55
536401,3,1,2.95
536401,8,2,2.95
536401,5,1,2.55
536401,7,2,16.95
536401,4,5,2.95
536401,4,5,10.65
536401,2,4,4.25
536401,2,5,6.95
536401,1,4,5.95
536402,9,1,2.55
536402,2,3,2.55
536402,3,4,4.25
536403,6,2,1.85
536403,2,4,15
536404,2,2,1.25
536404,9,1,1.25
536404,3,4,1.25
536404,3,1,1.25
536404,9,2,1.25
536404,5,4,1.65
536404,10,4,0.85
536404,1,3,1.25
536404,5,2,1.25
536404,10,1,1.25
536404,5,1,1.25
536404,8,1,1.25
536404,1,1,1.25
536404,9,4,0.85
536404,3,5,0.85
536404,3,2,0.85
536404,1,3,1.25
536404,9,3,1.25
536404,1,3,2.1
536404,3,5,0.55
536404,1,1,0.55
536404,2,2,0.55
536404,6,1,0.55
536404,3,3,0.55
536404,8,5,1.65
536404,10,4,1.65
536404,4,5,1.65
536404,7,2,1.65
536405,4,5,2.55
536406,8,1,2.55
536406,6,4,3.39
536406,4,4,2.75
536406,4,3,4.95
536406,6,2,1.06
536406,1,4,1.06
536406,2,4,1.06
536406,4,4,1.06
536406,4,1,4.95
536406,10,3,6.95
536406,3,4,2.1
536406,8,5,2.55
536406,4,1,3.39
536406,1,1,3.39
536406,10,5,7.65
536406,6,4,35.75
536406,1,2,4.25
536407,5,5,1.85
536407,9,2,1.85
536408,7,5,0.42
536408,4,4,0.42
536408,8,2,0.85
536408,10,4,1.65
536408,9,3,1.25
536408,10,3,1.25
536408,10,1,0.85
536408,5,4,1.95
536408,10,4,3.95
536408,9,3,3.75
536408,1,2,3.75
536408,2,4,2.1
536408,9,1,2.1
536408,5,4,0.85
536408,7,1,1.25
536408,8,2,0.95
536408,9,1,2.95
536408,8,4,1.65
536408,3,1,1.65
536408,1,1,7.95
536408,3,4,7.95
536408,10,2,1.65
536408,8,4,0.85
536408,3,2,1.69
536408,7,3,5.95
536408,5,1,5.95
536408,3,1,2.95
536408,5,1,0.85
536408,9,1,0.42
536408,5,1,0.42
536408,6,3,4.25
536408,7,2,5.95
536408,4,1,5.95
536408,5,2,3.75
536408,2,4,0.55
536408,9,5,1.45
536408,10,3,4.95
536408,8,3,1.65
536408,6,4,0.21
536408,7,2,0.42
536408,3,2,1.95
536408,6,1,2.55
536408,3,1,2.55
536408,8,3,1.65
536408,10,2,0.65
536408,5,2,1.25
536408,1,2,3.75
536408,4,4,1.65
536409,9,5,6.35
536409,4,1,3.75
536409,2,5,4.95
536409,2,1,6.75
536409,2,1,1.25
536409,3,3,1.65
536409,2,2,2.1
536409,8,1,3.75
536409,9,2,2.1
536409,9,1,2.1
536409,8,1,2.95
536409,1,5,1.25
536409,8,5,1.25
536409,4,5,2.95
536409,7,3,2.95
536409,2,4,6.35
536409,7,4,7.95
536409,3,1,4.25
536409,3,2,3.75
536409,5,3,2.1
536409,7,4,0.42
536409,2,2,1.25
536409,5,2,6.75
536409,10,4,0.85
536409,9,1,0.85
536409,4,1,2.95
536409,10,3,2.95
536409,3,4,1.95
536409,3,3,1.25
536409,7,1,0.21
536409,6,3,0.12
536409,6,5,5.95
536409,5,2,1.25
536409,1,1,1.65
536409,1,4,1.25
536409,6,1,0.65
536409,6,4,5.95
536409,3,4,1.65
536409,10,1,2.95
536409,7,5,1.95
536409,5,5,1.25
536409,3,2,4.95
536409,8,5,6.35
536409,10,1,2.1
536409,7,1,2.1
536409,4,4,1.65
536409,1,1,1.45
536409,10,2,1.45
536409,5,4,0.42
536409,1,5,0.85
536409,5,5,1.95
536409,2,2,1.95
536409,9,1,1.25
536409,9,2,0.85
536409,6,2,2.95
536409,7,2,0.29
536409,5,2,4.95
536409,6,5,4.95
536412,5,1,1.65
536412,6,3,1.65
536412,9,2,2.95
536412,6,5,1.65
536412,4,5,1.65
536412,2,5,1.65
536412,2,3,2.95
536412,1,1,2.95
536412,2,3,1.95
536412,4,2,1.95
536412,6,5,1.69
536412,8,1,1.69
536412,6,2,1.69
536412,2,4,1.69
536412,4,1,2.95
536412,6,2,2.95
536412,10,4,4.25
536412,1,3,1.65
536412,1,3,1.65
536412,1,1,0.65
536412,2,2,2.95
536412,3,5,1.65
536412,10,5,1.25
536412,8,4,1.45
536412,6,2,1.65
536412,3,3,4.65
536412,7,2,3.75
536412,3,1,4.25
536412,2,4,3.75
536412,7,2,1.65
536412,1,4,2.95
536412,1,4,1.25
536412,4,2,1.65
536412,10,4,2.1
536412,1,1,2.1
536412,3,2,1.65
536412,10,3,1.65
536412,5,5,1.65
536412,6,4,1.65
536412,9,5,1.65
536412,4,3,1.25
536412,8,4,1.65
536412,3,2,1.65
536412,6,3,2.95
536412,9,3,2.95
536412,4,4,2.95
536412,9,5,2.95
536412,5,4,2.95
536412,4,4,3.75
536412,6,3,3.75
536412,5,3,0.95
536412,6,1,2.95
536412,5,3,3.75
536412,7,1,2.1
536412,8,5,2.1
536412,9,4,3.75
536412,8,4,3.75
536412,7,5,1.65
536412,10,1,2.95
536412,6,4,3.75
536412,1,4,1.65
536412,6,4,9.95
536412,4,1,2.1
536412,4,1,1.65
536412,8,2,2.1
536412,8,3,4.95
536412,7,3,4.95
536412,2,3,4.95
536412,9,1,6.75
536412,7,2,0.85
536412,10,5,2.95
536412,9,2,4.95
536412,3,2,6.75
536412,8,2,1.65
536412,1,5,2.95
536412,3,4,4.95
536412,5,3,2.95
536412,5,5,4.95
536412,10,5,1.25
536412,6,5,2.95
536412,3,5,7.95
536414,1,1,0
536415,1,5,0.55
536415,10,2,2.95
536415,10,2,1.65
536415,8,5,1.65
536415,7,5,1.65
536415,9,1,0.85
536415,1,3,1.25
536415,8,4,2.95
536415,2,5,1.45
536415,1,4,2.95
536415,5,3,5.95
536415,5,4,1.65
536415,5,5,1.45
536415,9,2,0.85
536415,6,1,1.25
536415,9,1,2.1
536415,6,5,0.85
536415,9,5,2.1
536415,9,3,2.95
536415,7,1,1.45
536415,6,5,0.85
536415,3,1,0.85
536415,2,2,0.85
536415,1,3,0.85
536415,3,3,0.29
536415,7,4,3.75
536415,4,3,0.29
536415,6,1,1.25
536415,3,2,2.1
536415,10,5,1.95
536415,7,2,8.5
536415,2,5,8.5
536415,4,5,2.95
536415,2,3,4.25
536415,5,2,0.55
536415,5,2,0.55
536415,3,4,0.55
536415,3,5,0.55
536415,4,4,2.1
536415,3,1,2.1
536415,5,5,2.1
536415,1,5,2.1
536415,8,1,0.42
536415,6,5,0.85
536415,6,1,0.85
536415,7,4,0.85
536415,7,4,4.95
536415,9,4,1.65
536415,7,2,1.65
536415,6,2,1.65
536415,1,3,0.42
536415,9,5,0.42
536415,2,3,0.42
536415,7,1,0.42
536415,9,5,2.95
536415,9,1,4.65
536415,5,4,1.25
536415,2,4,3.75
536415,1,1,2.95
536416,2,4,1.25
536416,4,2,1.25
536416,7,5,1.95
536416,7,3,9.95
536416,1,1,9.95
536416,6,4,2.95
536420,2,5,1.25
536420,8,5,1.25
536420,6,3,1.25
536420,8,1,2.95
536420,5,4,1.25
536420,7,3,2.55
536420,9,1,2.55
536420,5,4,3.75
536420,1,4,4.95
536420,4,5,2.55
536420,4,2,2.95
536420,5,3,4.25
536420,4,4,2.95
536420,5,1,1.45
536423,1,4,3.75
536423,1,2,2.95
536423,5,5,2.1
536423,8,4,4.65
536423,6,4,3.75
536423,9,2,4.95
536423,1,3,3.75
536423,1,3,4.95
536423,1,3,3.75
536425,2,3,4.65
536425,7,5,1.25
536425,9,1,4.95
536425,4,5,2.55
536425,3,3,2.55
536425,2,4,1.45
536425,10,5,1.45
536425,6,5,1.45
536425,8,5,1.45
536425,7,2,3.75
536425,9,4,4.25
536425,9,4,3.75
536425,1,2,3.35
536425,6,1,3.35
536425,7,2,9.95
536425,9,5,9.95
536425,7,3,1.45
536437,7,4,1.06
536437,6,3,3.39
536437,9,4,0.24
536437,7,5,1.25
536437,3,5,3.39
536437,7,5,1.25
536446,3,4,0.42
536446,6,4,1.45
536446,6,4,2.1
536446,6,5,1.25
536446,10,5,1.25
536446,3,2,1.25
536446,3,2,1.95
536446,5,3,0.85
536446,10,1,2.55
536446,5,1,1.25
536446,6,3,1.25
536446,7,4,1.65
536446,2,2,1.65
536446,6,4,1.65
536446,10,3,0.85
536446,5,5,0.42
536446,4,2,2.95
536446,2,2,1.25
536446,6,5,3.75
536446,1,3,1.25
536446,9,3,2.55
536446,2,4,1.25
536446,5,2,1.95
536446,8,2,1.65
536446,8,2,1.65
536446,10,2,2.95
536446,9,5,9.95
536446,5,2,2.55
536446,3,1,2.55
536446,1,3,0.42
536446,1,3,0.42
536446,7,3,1.25
536460,9,2,1.25
536460,3,2,2.55
536460,9,4,0.55
536460,6,5,1.69
536460,1,1,1.69
536460,4,2,5.95
536460,3,5,5.95
536460,7,5,5.95
536460,10,1,0.55
536460,2,3,4.95
536460,8,5,3.45
536460,9,3,5.95
536460,2,4,7.95
536460,9,2,1.25
536463,1,5,1.45
536464,4,5,4.25
536464,9,5,1.65
536464,1,3,4.25
536464,1,2,1.65
536464,7,4,1.65
536464,1,4,4.25
536464,8,3,4.25
536464,3,1,4.25
536464,8,5,1.95
536464,6,4,1.95
536464,8,5,1.69
536464,3,4,2.95
536464,7,2,1.65
536464,9,1,3.25
536464,9,3,2.95
536464,6,1,0.29
536464,1,5,0.29
536464,5,2,1.25
536464,6,5,1.25
536464,10,1,1.25
536464,1,5,1.65
536464,10,4,1.95
536464,1,5,1.95
536464,9,1,0.85
536464,1,2,0.55
536464,3,4,3.75
536464,10,4,0.42
536464,6,4,2.95
536464,8,5,2.95
536464,6,1,1.25
536464,8,3,1.65
536464,5,4,0.55
536464,10,1,0.85
536464,7,1,1.45
536464,8,4,1.45
536464,2,1,1.45
536464,9,2,0.85
536464,10,3,2.95
536464,6,1,0.85
536464,2,1,0.85
536464,3,4,0.85
536464,1,5,2.95
536464,10,2,1.25
536464,3,2,1.25
536464,9,2,1.95
536464,6,3,1.65
536464,6,3,1.65
536464,5,1,1.65
536464,9,3,2.1
536464,7,2,1.25
536464,3,4,2.1
536464,2,5,2.1
536464,3,2,1.49
536464,2,5,2.1
536464,4,2,0.85
536464,10,3,2.55
536464,7,1,0.55
536464,9,4,0.55
536464,5,3,1.25
536464,9,5,1.25
536464,4,3,1.25
536464,10,1,1.65
536464,4,4,1.45
536464,10,3,0.85
536464,9,3,0.85
536464,2,2,1.65
536464,2,3,4.95
536464,2,1,2.95
536464,10,5,1.65
536464,3,4,1.65
536464,6,5,1.65
536464,1,5,2.95
536464,3,2,2.95
536464,1,4,7.95
536464,2,2,1.95
536464,7,3,4.25
536464,9,5,0.85
536464,1,1,0.85
536464,5,4,2.1
536464,6,1,0.85
536464,2,5,1.45
536464,6,5,2.1
536464,5,3,2.95
536464,4,5,0.85
536464,10,2,1.95
536466,6,4,4.25
536466,4,5,1.45
536477,6,1,1.85
536477,3,5,3.39
536477,4,3,3.39
536477,3,1,2.1
536477,10,1,1.25
536477,6,5,1.25
536477,1,4,3.75
536477,9,2,0.72
536477,8,5,0.72
536477,3,3,0.72
536477,3,5,2.1
536477,6,2,2.1
536477,5,4,10.95
536477,10,1,1.95
536488,9,5,1.65
536488,10,3,8.5
536488,6,4,4.25
536488,3,4,1.65
536488,9,4,3.75
536488,1,1,2.95
536488,3,5,1.25
536488,6,1,1.25
536488,5,1,2.55
536488,2,4,2.55
536488,7,5,2.25
536488,6,2,0.85
536488,7,2,2.95
536488,9,2,0.85
536488,9,1,0.42
536488,4,5,2.95
536488,10,5,6.35
536488,4,3,2.55
536488,10,5,4.25
536488,7,3,1.45
536488,4,5,4.25
536488,2,5,6.75
536488,10,2,0.95
536488,8,3,4.25
536488,4,3,2.1
536488,7,3,2.1
536488,6,4,1.65
536488,4,3,1.25
536488,1,5,1.65
536488,6,3,4.25
536488,10,4,1.65
536488,3,1,2.55
536488,8,4,1.95
536488,4,4,2.1
536488,7,5,2.1
536500,9,5,4.95
536500,7,3,1.55
536500,8,1,1.95
536500,6,1,0.29
536500,1,2,0.42
536500,10,3,0.42
536500,3,2,0.42
536500,2,1,3.75
536500,5,2,3.75
536500,2,4,3.95
536500,7,1,2.95
536500,10,4,2.95
536500,5,3,2.95
536500,2,3,5.95
536500,9,2,5.95
536502,6,1,1.69
536502,3,5,4.95
536502,7,4,0.85
536502,6,1,2.95
536502,1,2,12.75
536508,6,1,1.06
536508,8,3,0.55
536514,6,5,2.1
536514,6,1,12.75
536514,5,2,2.95
536514,10,4,2.1
536514,9,2,2.1
536520,2,3,6.75
536520,1,3,1.25
536520,3,5,2.1
536520,2,1,5.95
536520,4,1,2.55
536520,3,4,0.85
536520,2,4,2.95
536520,1,1,2.1
536520,7,5,2.1
536520,10,4,1.25
536520,1,3,1.25
536520,7,2,12.75
536520,8,2,3.75
536520,7,4,2.95
536520,5,3,3.75
536520,6,3,0.42
536520,8,4,2.55
536520,4,5,2.55
536520,3,3,2.55
536520,2,3,1.25
536520,2,1,1.65
536520,10,4,1.65
536520,10,2,1.95
536520,4,5,1.65
536520,9,4,1.65
536520,8,2,0.85
536520,6,1,1.95
536520,4,2,1.95
536520,10,2,0.65
536520,1,2,0.65
536520,5,1,0.65
536520,2,3,0.65
536520,6,1,0.65
536520,4,2,0.65
536520,7,2,2.95
536520,10,1,1.95
536520,1,1,3.75
536520,3,4,1.65
536520,5,3,2.55
536520,2,2,0.42
536520,7,5,2.1
536520,9,4,2.1
536520,6,4,2.1
536520,9,5,2.55
536520,2,1,2.55
536520,6,2,1.25
536520,8,5,2.95
536520,7,1,2.95
536520,9,2,0.85
536520,6,1,1.25
536520,8,1,1.65
536520,5,1,1.25
536520,3,1,1.25
536520,5,5,2.55
536520,8,2,1.25
536520,10,1,1.25
536520,1,1,1.25
536520,3,1,1.25
536520,5,1,1.25
536520,2,12,0.29
536520,7,2,2.1
536520,9,2,0.95
536520,6,1,1.95
536520,9,1,2.55
536520,2,2,1.65
536520,6,12,0.42
536520,8,1,1.45
536520,7,1,2.1
536520,9,1,1.25
536520,6,1,2.95
536520,8,1,9.95
